SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7980785,BEAVER VALLEY,BEAVER AVENUE,,BEAVER VALLEY,Chemung,,800,8,7/25/79,1979,,Unknown,POST CREEK,Unknown,8/1/79,waste oil/used oil,Petroleum,0,Gallons,0
7980510,BENNETS BRIDGE,BENNETS BRIDGE,,HORNELL,Steuben,14843,5106,8,5/11/79,1979,5/11/79,Unknown,CANISTEO RIVER,Unknown,5/28/79,waste oil/used oil,Petroleum,0,Gallons,0
7980126,BEVERAGE MART,BEVERAGE MART,,CORNING,Steuben,14830,5138,8,1/25/79,1979,1/25/79,Unknown,,Unknown,1/29/79,gasoline,Petroleum,0,,0
7980415,BLYTHE RESIDENCE,922 EDGEMERE DRIVE,,ROCHESTER,Monroe,,2814,8,4/14/79,1979,4/14/79,Unknown,LAKE ONTARIO,Unknown,4/14/79,"1,2-dichlorobenzene",Hazardous Material,27,Gallons,27
7980302,BRIGGS TIRE SERVICE,22 MAIN STREET,,LIVONIA,Livingston,14487,2634,8,3/1/79,1979,3/1/79,Tank Failure,GROUND WATER,Commercial/Industrial,3/5/79,gasoline,Petroleum,0,Gallons,0
7980405,BROOKS GRAVELY,WEST HENRIETTA ROAD,,HENRIETTA,Monroe,,2800,8,4/2/79,1979,4/2/79,Equipment Failure,GROUND WATERS,Commercial/Industrial,4/3/79,gasoline,Petroleum,100,Gallons,0
7980822,BROOKS TRUCKING,NYS THRUWAY BRIDGE,,TYRE,Seneca,13148,5034,8,8/22/79,1979,8/22/79,Traffic Accident,SENECA CAYUGA CANAL,Commercial/Industrial,1/1/83,polyvinyl chloride,Other,41040,,0
7980821,BUSY BEE GAS STATION,204 WEST UNION STREET,,NEWARK,Wayne,14513,5920,8,8/23/79,1979,8/23/79,Tank Overfill,ON LAND,Commercial/Industrial,8/24/79,gasoline,Petroleum,10,Gallons,0
7980525,C P WARD,700 HOLLENBECK STREET,KEELER STREET EXPRESSWAY,ROCHESTER,Monroe,14621,2814,8,5/24/79,1979,,Housekeeping,GROUND WATER,Commercial/Industrial,5/25/79,waste oil/used oil,Petroleum,0,Gallons,0
7980203,CALEDONIA VILLAGE,CALEDONIA WATER SUPPLY,,CALEDONIA,Livingston,14423,2622,8,2/2/79,1979,2/2/79,Equipment Failure,GROUND WATER,"Institutional, Educational, Gov., Other",3/20/79,gasoline,Petroleum,1000,Gallons,0
7980309,CANADAIGUA,CANANDAIGUA WINE,,CANANDAIGUA,Ontario,,3524,8,3/9/79,1979,3/9/79,Tank Overfill,SUCKER BROOK,Commercial/Industrial,3/9/79,unknown material,Other,300,Gallons,0
7980912,CANANDAIGUA,SALTON STALL STREET,,CANANDAIGUA,Ontario,,3524,8,9/11/79,1979,9/11/79,Unknown,,Unknown,1/1/83,gasoline,Petroleum,700,Gallons,700
7981204,CANANDAIGUA OIL COMPANY,ROUTE 14A,,BENTON,Yates,,6222,8,12/4/79,1979,12/4/79,Traffic Accident,,Commercial/Industrial,12/26/79,#2 fuel oil,Petroleum,300,Gallons,0
7980928,CANANDAIGUA WINE COMPANY,BUFFALO STREET,,CANANDAIGUA,Ontario,14424,3524,8,9/27/79,1979,9/27/79,Unknown,SUCKER BROOK,Commercial/Industrial,10/3/79,grape juice,Other,10000,Gallons,0
7980517,CHAMBERLAIN SEPTIC SERVICE,SPRUCE TREE MOBILE PARK,PREEMPTION ROAD,GENEVA,Ontario,14456,3530,8,5/16/79,1979,5/16/79,Unknown,SENECA LAKE,Commercial/Industrial,5/28/79,gasoline,Petroleum,1500,Gallons,500
7980921,CHILI,ROUTE 252 AT ROUTE 383,,CHILI,Monroe,,2822,8,9/18/79,1979,9/19/79,Traffic Accident,GENESEE RIVER,Passenger Vehicle,10/3/79,waste oil/used oil,Petroleum,1,Gallons,0
7980910,CITY OF CANANDAIGUA DPW,SALTONSTALL STREET,,CANANDAIGUA,Ontario,,3524,8,9/11/79,1979,9/12/79,Tank Failure,GROUND WATER,Commercial/Industrial,9/13/79,gasoline,Petroleum,700,Gallons,700
7981107,CITY WASTE OIL,ROUTE 253 AND ROUTE 15,,HENRIETTA,Monroe,14467,2832,8,11/7/79,1979,11/7/79,Human Error,ROADSIDE DITCHES,Commercial/Industrial,11/8/79,waste oil/used oil,Petroleum,50,Gallons,0
7901132,COCIA BROS.,NORTH JAY ST,,ROME C,Oneida,,3300,6,11/21/79,1979,11/21/79,Tank Failure,NONE,Gasoline Station or other PBS Facility,11/23/79,gasoline,Petroleum,0,,0
7980507,COMSTOCK FOODS,ROUTE 31,,EGYPT,Monroe,14445,2858,8,5/7/79,1979,,Unknown,,Commercial/Industrial,5/8/79,diesel,Petroleum,50,Gallons,0
7980509,CONESUS LAKE,SOUTH LIMA ROAD,,LIVONIA,Livingston,14487,2634,8,5/9/79,1979,5/10/79,Unknown,CONESUS CREEK,Unknown,6/6/79,corn syrup,Other,1333,Gallons,0
7980531,CONESUS,ROUTE 15,,CONESUS,Livingston,,2624,8,5/31/79,1979,6/5/79,Unknown,ROADSIDE DITCHES,Unknown,7/6/79,waste oil/used oil,Petroleum,0,Gallons,0
7980220,COUNTY DISPOSAL,1225 LEIGH STATION ROAD,,HENRIETTA,Monroe,14467,2832,8,2/22/79,1979,2/22/79,Unknown,RED CREEK,Unknown,2/22/79,waste oil/used oil,Petroleum,15,Gallons,0
7981021,CRAW CARTING,160 DESPATCH DRIVE,,EAST ROCHESTER,Monroe,14445,2858,8,10/20/79,1979,10/20/79,Vandalism,IRONDEQUOIT CREEK,Unknown,12/26/79,diesel,Petroleum,3000,Gallons,0
7980823,CROSSETT,LAKE STREET,,PENN YAN,Yates,14527,6228,8,8/23/79,1979,8/24/79,Unknown,KEUKA LAKE OUTLET,Commercial/Industrial,1/1/83,gasoline,Petroleum,10,Gallons,0
7980326,DELFINO SERVICE STATION,1821 PENFIELD ROAD,,Penfield,Monroe,14526,2842,8,3/26/79,1979,3/26/79,Tank Failure,IRONDEQUOIT CREEK,Commercial/Industrial,3/30/79,gasoline,Petroleum,0,Gallons,0
7981032,DENNY TRUCK LINES,893 RIDGE ROAD,,WEBSTER,Monroe,14580,2854,8,10/18/79,1979,10/18/79,Unknown,MILL CREEK,Unknown,10/26/79,waste oil/used oil,Petroleum,0,Gallons,0
7981018,DENNYS TRUCK LINES,893 RIDGE ROAD,,WEBSTER,Monroe,14580,2854,8,10/18/79,1979,10/18/79,Unknown,,Commercial/Industrial,1/1/83,waste oil/used oil,Petroleum,10,Gallons,0
7980522,DOBBS SUNOCO,115 WEST AVENUE,,CANANDAIGUA,Ontario,14425,3524,8,5/22/79,1979,5/22/79,Equipment Failure,SANITARY SEWERS,Commercial/Industrial,5/28/79,gasoline,Petroleum,0,Gallons,0
7980115,DONALD BAKER RESIDENCE,HAHNEL ROAD,,ROMULUS,Seneca,14541,5030,8,1/14/79,1979,1/14/79,Unknown,OWNERS WELL,Private Dwelling,2/1/79,kerosene,Petroleum,0,,0
7800575,DUNBAR RESIDENCE,LANE ROAD/POTTERSVILLE RD,,POTTERSVILLE,Warren,,5700,5,4/10/79,1979,4/10/79,Traffic Accident,,Commercial Vehicle,7/31/85,#2 fuel oil,Petroleum,2000,Gallons,0
7980425,EAST AVENUE TRAILER PARK,68 GENNIS PARK,,BRIGHTON,Monroe,,2820,8,4/25/79,1979,4/25/79,Tank Overfill,ALLENS CREEK,Commercial/Industrial,5/1/79,#2 fuel oil,Petroleum,25,Gallons,0
7980717,EASTMAN KODAK,EASTMAN KODAK PARK,,ROCHESTER,Monroe,,2814,8,7/18/79,1979,7/24/79,Unknown,PADDY HILL CREEK,Commercial/Industrial,7/27/79,ethylene glycol,Hazardous Material,7000,Pounds,0
7801080,ELMIRA N-S ARTERIAL HIGHWAY,ELMIRA N-S ARTERIAL HIGHWAY,GRAND CENTRAL AVENUE,ELMIRA,Chemung,14901,830,8,1/5/79,1979,1/5/79,Unknown,,Unknown,3/23/11,gasoline,Petroleum,0,,0
7980819,FAIRPORT ELECTRIC,282 MOSLEY ROAD,,PERINTON,Monroe,14450,2844,8,8/20/79,1979,8/21/79,Unknown,,Commercial/Industrial,8/29/79,PCB oil,Petroleum,3,Gallons,3
7980702,FAIRPORT,BARGE CANAL,,FAIRPORT,Monroe,14450,2844,8,7/2/79,1979,7/2/79,Unknown,BARGE CANAL,Unknown,7/2/79,waste oil/used oil,Petroleum,15,Gallons,0
7980605,FEDERAL,FEDERAL ROAD,,CONESUS,Livingston,14435,2624,8,6/5/79,1979,6/6/79,Unknown,,Unknown,6/6/79,kerosene,Petroleum,0,Gallons,0
7980213,FIGHT VILLAGE APARTMENTS,WARD & NORTH CLINTON,,ROCHESTER,Monroe,,2814,8,2/13/79,1979,2/13/79,Tank Failure,GENESEE RIVER,Commercial/Industrial,2/16/79,#2 fuel oil,Petroleum,60000,Gallons,26768
7980602,FINKS SERVICE STATION,ROUTES 5 AND ROUTE 20,,GENEVA,Ontario,14456,3530,8,6/4/79,1979,6/4/79,Tank Overfill,,Commercial/Industrial,7/9/79,gasoline,Petroleum,25,Gallons,0
7980313,FOSTER WHEELER,5900 STATE ROUTE 36,,DANSVILLE,Livingston,14437,2638,8,3/12/79,1979,3/21/79,Equipment Failure,,Commercial/Industrial,9/22/79,PCB oil,Petroleum,4,Gallons,4
7980111,FREY AND CAMPBELL,MITCHELVILLE HILL ROAD,,URBANA,Steuben,14840,5172,8,1/11/79,1979,1/11/79,Equipment Failure,ROADSIDE DITCH,Commercial Vehicle,2/1/79,#2 fuel oil,Petroleum,0,,0
7980908,FRONTIER DELIVERY,ROUTE 54,,PENN YAN,Yates,14527,6228,8,9/8/79,1979,9/8/79,Human Error,,Commercial/Industrial,1/1/83,gasoline,Petroleum,50,Gallons,0
7901129,G. PERRY KNITTING MILL,101 WATER STREET,,PERRY,Wyoming,,6142,9,11/23/79,1979,11/23/79,Vandalism,SILVER LAKE OUTLET,Commercial/Industrial,10/21/80,non PCB oil,Petroleum,40,Gallons,40
7901129,G. PERRY KNITTING MILL,101 WATER STREET,,PERRY,Wyoming,,6142,9,11/23/79,1979,11/23/79,Vandalism,SILVER LAKE OUTLET,Commercial/Industrial,10/21/80,transformer oil,Petroleum,0,,0
7981109,GENESEE RIVER,COURT STREET DAM,,ROCHESTER,Monroe,,2814,8,11/9/79,1979,11/13/79,Unknown,GENESEE RIVER,Unknown,11/28/79,waste oil/used oil,Petroleum,10,Gallons,0
7980409,GENESEE SCRAP,ROUTE 490,,BUSHNELLS BASIN,Monroe,,2800,8,4/9/79,1979,,Traffic Accident,IRONDEQUOIT CREEK,Commercial/Industrial,4/9/79,diesel,Petroleum,60,Gallons,0
7901091,GETTY,HEMPSTEAD TPKE/MERRICK AVE,,EAST MEADOW,Nassau,,3020,1,11/13/79,1979,11/13/79,Other,,Gasoline Station or other PBS Facility,3/25/04,gasoline,Petroleum,0,Gallons,0
7901091,GETTY,HEMPSTEAD TPKE/MERRICK AVE,,EAST MEADOW,Nassau,,3020,1,11/13/79,1979,11/13/79,Other,,Gasoline Station or other PBS Facility,3/25/04,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7900795,GLENWOOD LANDING,SHORE ROAD,,GLENWOOD LANDING,Nassau,,3024,1,9/7/79,1979,9/7/79,Unknown,HEMPSTEAD HARBOR,Unknown,12/12/07,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7980329,GOLD SEAL WINE COMPANY,KEUKA LAKE ROAD,,URBANA,Steuben,14840,5172,8,3/29/79,1979,3/29/79,Human Error,KEUKA LAKE,Commercial/Industrial,3/30/79,#2 fuel oil,Petroleum,300,Gallons,0
7980703,GORHAM,ROUTE 245 & DEWEY AVENUE,,GORHAM,Ontario,14461,3532,8,7/3/79,1979,7/3/79,Equipment Failure,,Tank Truck,7/5/79,nitrogen,Other,0,,0
2000680,GOUVERNEUR FUELS,354 EAST MAIN STREET,,GOUVERNEUR,St Lawrence,,4540,6,2/26/79,1979,2/26/79,Equipment Failure,,Gasoline Station or other PBS Facility,5/15/79,#2 fuel oil,Petroleum,0,,0
7980607,GREECE,LAKE ONTARIO PARKWAY,,GREECE,Monroe,,2828,8,6/4/79,1979,6/4/79,Traffic Accident,,Unknown,7/6/79,motor oil,Petroleum,1,Gallons,0
7980128,GRIFFIN COMPUTER COMPANY,270 COMMERCE DRIVE,,HENRIETTA,Monroe,,2832,8,1/26/79,1979,1/26/79,Human Error,SANITARY SEWER,Commercial/Industrial,1/29/79,#2 fuel oil,Petroleum,1600,Gallons,0
7900294,GRIFFISS AIR FORCE BASE,GAFB RT 49,,ROME C,Oneida,,3300,6,5/31/79,1979,5/31/79,Equipment Failure,NONE,"Institutional, Educational, Gov., Other",5/31/79,jet fuel,Petroleum,25,,0
7900297,GRIFFISS AIR FORCE BASE,GAFB RT 49,,ROME C,Oneida,,3300,6,6/1/79,1979,6/1/79,Tank Overfill,NONE,Passenger Vehicle,6/1/79,gasoline,Petroleum,5,,0
7900299,GRIFFISS AIR FORCE BASE,GAFB RT 49,,ROME C,Oneida,,3300,6,6/1/79,1979,6/1/79,Equipment Failure,NONE,"Institutional, Educational, Gov., Other",6/1/79,jet fuel,Petroleum,2,,0
7900443,GRIPPEN HILL,GRIPPEN HILL,,VESTAL,Broome,,448,7,7/2/79,1979,7/2/79,Unknown,,Unknown,7/31/85,unknown material,Other,0,Gallons,0
7980927,GROVELAND FLATS,I 390,,GROVELAND,Livingston,,2628,8,9/26/79,1979,,Equipment Failure,,Commercial Vehicle,2/23/11,hydraulic oil,Petroleum,30,Gallons,0
7981029,GULF OIL,PLYMOUTH AVENUE,,ROCHESTER,Monroe,14608,2814,8,10/29/79,1979,11/1/79,Other,GROUND WATER,Commercial/Industrial,1/1/83,gasoline,Petroleum,200,Gallons,0
7980604,HEMLOCK,ROUTE 15A,,HEMLOCK,Livingston,14466,2634,8,6/5/79,1979,6/5/79,Unknown,,Unknown,6/5/79,#2 fuel oil,Petroleum,3,Gallons,0
7901085,HERKIMER PETROLEUM,WURZ AVENUE,,UTICA,Oneida,,3300,6,11/9/79,1979,11/9/79,Human Error,MOHAWK RIVER,"Major Facility (MOSF) > 400,000 gal",11/9/79,unknown petroleum,Petroleum,0,,0
7900883,HERKIMER PETROLEUM CORP,RT 5,,HERKIMER V,Herkimer,,2200,6,10/1/79,1979,10/1/79,Unknown,BARGE CANAL/MOHAWK R,Unknown,10/1/79,gasoline,Petroleum,0,,0
7900728,HOMOGENEOUS METALS,GERMAN ST EXTENSION,,HERKIMER V,Herkimer,,2200,6,8/29/79,1979,8/29/79,Unknown,WEST CANADA CREEK,Commercial/Industrial,8/30/79,non PCB oil,Petroleum,15,,0
7980402,HOSTESS CONTINENTAL,1339 EAST HENRIETTA ROAD,,HENRIETTA,Monroe,14467,2832,8,4/2/79,1979,,Unknown,GROUND WATER,Commercial/Industrial,4/2/79,gasoline,Petroleum,0,Gallons,0
7980504,HOWARD INTERCHANGE,RT 17,,HOWARD,Steuben,14843,5154,8,5/2/79,1979,5/3/79,Unknown,,Unknown,5/29/79,diesel,Petroleum,0,Gallons,0
7980827,HUB OIL COMPANY,ROUTE 31 AT ROUTE 250,,PERINTON,Monroe,14450,2844,8,8/27/79,1979,8/27/79,Unknown,NETTLE CREEK,Commercial/Industrial,1/1/83,PCB oil,Petroleum,50,Gallons,0
7900379,HUDSON RIVER,BETWEEN LOCKS 2 & 3,,MECHANICVILLE,Saratoga,,4610,5,6/17/79,1979,6/19/79,Human Error,HUDSON RIVER,Commercial/Industrial,10/29/85,#6 fuel oil,Petroleum,0,Gallons,0
7901006,HUNT CLUB,HUNT CLUB,,BREWSTER,Putnam,,4030,3,12/11/79,1979,12/11/79,Unknown,,Unknown,3/27/15,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
7901006,HUNT CLUB,HUNT CLUB,,BREWSTER,Putnam,,4030,3,12/11/79,1979,12/11/79,Unknown,,Unknown,3/27/15,gasoline,Petroleum,0,Gallons,0
7980404,IRMER VOLKSWAGEN,925 FAIRPORT ROAD,,PERINTON,Monroe,14450,2844,8,4/4/79,1979,4/4/79,Other,,Commercial Vehicle,4/4/79,waste oil/used oil,Petroleum,1,Gallons,0
7980205,J & L SERVICE STATION,ROUTE 14A,,DUNDEE,Yates,,6200,8,2/5/79,1979,,Tank Overfill,BIG SPRING,Tank Truck,2/5/79,gasoline,Petroleum,50,Gallons,0
7980601,J H RAE OIL COMPANY,1823 PENFIELD ROAD,,PENFIELD,Monroe,14526,2842,8,6/4/79,1979,6/4/79,Tank Overfill,,Commercial/Industrial,7/9/79,gasoline,Petroleum,5,Gallons,0
7981209,JOHNSONS ROTARY STATION,2734 DEWEY AVENUE,,GREECE,Monroe,,2828,8,12/9/79,1979,12/10/79,Vandalism,,Unknown,1/1/83,gasoline,Petroleum,23,Gallons,0
7980224,JOLLY CHEVROLET,ELM STREET,,PENN YAN,Yates,14527,6228,8,2/24/79,1979,2/24/79,Human Error,KEUKA LAKE OUTLET,Tank Truck,2/26/79,gasoline,Petroleum,50,Gallons,0
7980226,KAPLAN CONTAINER,100 DESPATCH ROAD,,EAST ROCHESTER,Monroe,,2858,8,2/26/79,1979,,Unknown,,Commercial/Industrial,2/26/79,waste oil/used oil,Petroleum,150,Gallons,0
7980130,KIES RESIDENCE,8538 CLINTON STREET,,CAMPBELL,Steuben,14821,5130,8,1/30/79,1979,1/30/79,Unknown,GROUND WATERS,Commercial/Industrial,3/20/79,gasoline,Petroleum,0,Gallons,0
7980312,KLEEN BRITE,10 MOORE STREET,,ROCHESTER,Monroe,,2814,8,3/12/79,1979,3/12/79,Other,,Commercial/Industrial,3/12/79,solvents,Other,0,Gallons,0
7801317,KLOCK OIL BULK TERMINAL,LAKE ROAD ?,LAKE ROAD,HAMLIN,Monroe,,2830,8,2/1/79,1979,3/1/79,Equipment Failure,,"Non Major Facility > 1,100 gal",3/2/11,#2 fuel oil,Petroleum,40000,Gallons,0
7980812,KODAK,PADDY HILL CREEK,,ROCHESTER,Monroe,,2814,8,8/21/79,1979,8/23/79,Unknown,PADDY HILL CREEK,Unknown,8/28/79,carbon black,Other,0,Pounds,0
9103466,KORCHAKS,JENSEN RD. - KORCHAK OIL,,VESTAL (T),Broome,,400,7,6/5/79,1979,6/27/91,Deliberate,,"Major Facility (MOSF) > 400,000 gal",4/19/93,#6 fuel oil,Petroleum,500,Gallons,0
7980810,LAKE ONTARIO,LAKE ONTARIO,,HAMLIN,Monroe,14464,2830,8,8/10/79,1979,8/10/79,Unknown,LAKE ONTARIO,Unknown,8/14/79,gasoline,Petroleum,0,Gallons,0
7981103,LAPP INSULATOR,24 GILBERT STREET,,LEROY,Genesee,14482,1936,8,11/3/79,1979,11/3/79,Unknown,NONE,Unknown,11/8/79,PCB oil,Petroleum,7,Gallons,0
7980323,LEROY MACHINE COMPANY,CHURCH STREET ROUTE 5,,LEROY,Genesee,14482,1936,8,3/22/79,1979,3/23/79,Unknown,FIELD STAINED,Commercial/Industrial,3/30/79,waste oil/used oil,Petroleum,0,Gallons,0
7980828,LILLI BRIDGES GROCERY,ROUTE 18,,KENDALL,Orleans,14476,3730,8,8/27/79,1979,8/27/79,Tank Failure,GROUND WATER,Commercial/Industrial,8/29/79,gasoline,Petroleum,0,Gallons,0
7981001,LINDBERG HEAT TREATING,620 BUFFALO ROAD,,ROCHESTER,Monroe,,2814,8,10/5/79,1979,10/5/79,Tank Failure,BARGE CANAL,Commercial/Industrial,10/24/79,waste oil/used oil,Petroleum,0,Gallons,0
7980728,LISILEE PRODUCTS,LISILEE PRODUCTS,,SENECA,Ontario,14547,3544,8,7/27/79,1979,7/27/79,Unknown,GROUND WATER,Commercial/Industrial,7/27/79,dichloromethane,Hazardous Material,500,Gallons,0
7980114,LIVONIA CENTRAL SCHOOL,LIVONIA CENTRAL SCHOOL,,LIVONIA,Livingston,14487,2634,8,1/14/79,1979,1/14/79,Tank Failure,WILKINS CREEK,"Institutional, Educational, Gov., Other",1/16/79,#2 fuel oil,Petroleum,300,Gallons,0
7980508,LONG WOOD VILLAGE,SUB-DIVISION,,GREECE,Monroe,,2828,8,5/8/79,1979,5/9/79,Unknown,LARKINS CREEK,Commercial/Industrial,5/9/79,gasoline,Petroleum,0,Gallons,0
7980123,LYLE BARTON GULF SERVICE,LYLE BARTON GULF SERVICE,,NAPLES,Ontario,14512,3538,8,1/23/79,1979,1/26/79,Human Error,NONE,Gasoline Station or other PBS Facility,1/29/79,H2FO,Other,100,Gallons,100
7900364,MACDONOUGH PARK,MACDONOUGH PARK,,PLATTSBURGH,Clinton,,1042,5,6/18/79,1979,6/18/89,Unknown,SARANAC RIVER,Unknown,7/31/85,#2 fuel oil,Petroleum,0,Gallons,0
7900135,MARCY TOWN BARN,TOBY RD,,MARCY T,Oneida,,3300,6,4/26/79,1979,4/26/79,Tank Failure,NONE,"Institutional, Educational, Gov., Other",4/26/79,#2 fuel oil,Petroleum,0,,0
7980515,MARK DUBENDORF,Route 96A,,Romulus,Seneca,14541,5030,8,5/15/79,1979,,Unknown,ROADSIDE DITCHES,Commercial/Industrial,5/28/79,nitrogen,Other,50,Gallons,0
7980225,MARTIN TIRE COMPANY,RALPH MARTIN TIRE,,RUSHVILLE,Yates,14544,6232,8,2/24/79,1979,2/24/79,Equipment Failure,WEST RIVER,Commercial/Industrial,2/26/79,gasoline,Petroleum,2000,Gallons,0
7900481,MATLACK TRUCK CO.,RT 12,,WATERVILLE V,Oneida,,3300,6,7/10/79,1979,7/10/79,Tank Overfill,NONE,Commercial Vehicle,7/10/79,gasoline,Petroleum,10,,0
7900853,MATLACK,ROADWAY UNKNOWN,,WATERVILLE V,Oneida,,3300,6,9/24/79,1979,9/24/79,Tank Overfill,NONE,Commercial/Industrial,9/24/79,diesel,Petroleum,30,Pounds,0
7981205,MAZZOLA GAS STATION,1699 CULVER ROAD,,ROCHESTER,Monroe,,2814,8,12/4/79,1979,12/6/79,Unknown,GROUND WATERS,Commercial/Industrial,12/26/79,gasoline,Petroleum,0,Gallons,0
7980307,MCMANNUS RESIDENCE,MCMANNUS RESIDENCE,,LAKEVILLE,Livingston,14480,2634,8,3/7/79,1979,3/7/79,Tank Failure,GROUND WATER,Commercial/Industrial,3/8/79,#2 fuel oil,Petroleum,150,Gallons,0
7801404,"MIDLAND TAXI,SBWY-MIDLND.","MIDLAND TAXI,SBWY-MIDLND.",,QUEENS,Queens,,4101,2,3/7/79,1979,3/7/79,Unknown,,Unknown,2/22/90,unknown material,Other,0,,0
7980926,MINUTE MAN GAS STATION,ROUTE 21,,WOODVILLE,Ontario,13698,3538,8,9/26/79,1979,9/27/79,Tank Overfill,ON LAND,Commercial/Industrial,1/1/83,gasoline,Petroleum,2,Gallons,0
7981031,MINUTE MAN,1558 SPENCERPORT ROAD,,GATES,Monroe,14606,2826,8,10/31/79,1979,11/1/79,Unknown,GROUND WATER,Commercial/Industrial,1/1/83,gasoline,Petroleum,10,Gallons,0
7981026,MINUTE MAN,ROUTE 21,,NAPLES,Ontario,14512,3520,8,9/26/79,1979,9/26/79,Tank Overfill,NONE,Commercial/Industrial,9/27/79,gasoline,Petroleum,2,Gallons,0
7981102,MINUTE MAN,1558 SPENCERPORT ROAD,,GATES,Monroe,14559,2826,8,10/31/79,1979,11/2/79,Equipment Failure,GROUND WATER,Commercial/Industrial,11/9/79,gasoline,Petroleum,0,Gallons,0
7980820,MINUTEMAN,2420 RIDGE ROAD WEST,,GREECE,Monroe,14626,2828,8,8/21/79,1979,8/22/79,Other,ROUND POND CREEK,Commercial/Industrial,1/1/83,gasoline,Petroleum,100,Gallons,0
7980314,MOBIL,1810 MOUNT HOPE AVENUE,,ROCHESTER,Monroe,,2814,8,3/14/79,1979,3/14/79,Tank Failure,GROUND WATER,Unknown,3/30/79,gasoline,Petroleum,50,Gallons,0
7900860,MOBIL GAS STATION,1614 BLACK RIVER BLVD,,ROME C,Oneida,,3300,6,9/25/79,1979,9/26/79,Equipment Failure,NONE,Commercial Vehicle,9/26/79,gasoline,Petroleum,50,,0
7980308,MOBIL,NYS BARGE CANAL,,MACEDON,Wayne,14502,5930,8,3/6/79,1979,3/7/79,Other,BARGE CANAL,Commercial/Industrial,3/7/79,waste oil/used oil,Petroleum,0,Gallons,0
7980725,MOBIL,500 LYELL-SPENCERPORT,,GATES,Monroe,14606,2826,8,7/24/79,1979,7/24/79,Unknown,,Commercial/Industrial,7/24/79,gasoline,Petroleum,0,Gallons,0
7981213,MOBIL,WEST MAIN STREET,,WATERLOO,Seneca,13165,5038,8,12/13/79,1979,12/13/79,Unknown,,Commercial/Industrial,12/26/79,gasoline,Petroleum,10,Gallons,0
7980720,MOBIL,LIBERTY & ELM STREET,,PENN YAN,Yates,14527,6228,8,7/20/79,1979,7/20/79,Human Error,KEUKA LAKE OUTLET,Commercial/Industrial,7/24/79,gasoline,Petroleum,25,Gallons,0
7900017,MOBIL/SCORE,ATLANTIC AVE & SCRANTON,,EAST ROCKAWAY,Nassau,,3020,1,3/30/79,1979,4/3/79,Tank Test Failure,,Gasoline Station or other PBS Facility,2/28/92,gasoline,Petroleum,0,Gallons,0
7980305,MONROE CONTRACTOR,1640 PENFIELD ROAD,,PENFIELD,Monroe,14526,2842,8,3/5/79,1979,3/5/79,Unknown,IRONDEQUOIT CREEK,Commercial/Industrial,3/5/79,#2 fuel oil,Petroleum,0,Gallons,0
7901055,MORANIA 300 - LIC #4734,LOCK 18,,GERMAN FLATTS (T),Herkimer,,2200,6,10/17/79,1979,10/17/79,Traffic Accident,BARGE CANAL,Vessel,10/17/79,non PCB oil,Petroleum,0,,0
7901055,MORANIA 300 - LIC #4734,LOCK 18,,GERMAN FLATTS (T),Herkimer,,2200,6,10/17/79,1979,10/17/79,Traffic Accident,BARGE CANAL,Vessel,10/17/79,hydraulic oil,Petroleum,0,,0
7980328,"MUNDORFF, DONALD RESIDENC",E496 GARSON AVE,,ROCHESTER,Monroe,,2814,8,3/27/79,1979,3/29/79,Human Error,SEWER IN BASEMENT,Private Dwelling,3/29/79,#2 fuel oil,Petroleum,300,Gallons,100
7900117,MVA - NY RTE 36,ROUTE 36 NEAR RR AND TAYLOR'S CROSSING,,CALEDONIA,Livingston,,2622,8,4/23/79,1979,,Traffic Accident,,Tank Truck,2/16/11,gasoline,Petroleum,0,,0
7980105,N.S. ARTERIAL,N.S. ARTERIAL,,ELMIRA,Chemung,14901,830,8,1/5/79,1979,1/5/79,Other,,Unknown,1/5/79,gasoline,Petroleum,0,,0
485146,NEAR TIJUANA JAIL,SARANAC ST,,PLATTSBURGH,Clinton,12901,1013,5,1/31/79,1979,1/31/79,Equipment Failure,SARANAC RIVER,Unknown,1/1/80,coal tar pitch volatiles,Hazardous Material,0,Gallons,0
7980125,NEW YORK STATE THRUWAY,NYS THRUWAY MM 383.3 EAST,,LEROY,Genesee,14482,1936,8,1/24/79,1979,,Tank Failure,ROADSIDE DITCH,Tank Truck,1/25/79,ammonium thiosulfate,Other,0,,0
7980917,NEW YORK TELEPHONE,ROUTE 31 AND ROUTE 98,,ALBION,Orleans,14411,3720,8,9/18/79,1979,9/18/79,Unknown,SURFACE WATER,Unknown,10/3/79,unknown material,Other,0,,0
9807483,NIMO TRANSFORMER 8 BANKER,8 BANKER ST,ON PAD,ALBANY,Albany,,101,4,9/1/79,1979,9/18/98,Equipment Failure,,Commercial/Industrial,9/28/98,transformer oil,Petroleum,0,Gallons,0
7980127,NORMS GROCERY,1900 SECTION EAST LAKE RD,,CONESUS,Livingston,14435,2624,8,1/26/79,1979,1/26/79,Unknown,CONESUS LAKE,Unknown,1/31/79,gasoline,Petroleum,0,,0
